 Lista de Imóveis da Caixa;;Data de geração:;07/08/2026;;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso
8,55553E+12;SP ;SOROCABA ;JARDIM VERA CRUZ ;AVENIDA SANTA CRUZ, N. 255, Apto 44, 4º ANDAR BLOCO 22 ;132.000,00;220.000,00;40.00;Não;Apartamento, 52.44 de área total, 47.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527890661
8,78771E+12;SP ;SOROCABA ;IPATINGA ;RUA ANTONIO BRAVO PLACA, N. 350, Apto 13, BLOCO - B / TORRE - 4 ;106.800,00;178.000,00;40.00;Não;Apartamento, 47.23 de área total, 41.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714135830
8,78771E+12;SP ;SOROCABA ;IPATINGA ;RUA ANTONIO BRAVO PLACA, N. 350, Apto 23, BL B TRR 9 ;117.898,17;195.062,11;39.56;Não;Apartamento, 47.23 de área total, 41.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714573152
8,78771E+12;SP ;SOROCABA ;IPATINGA ;RUA ANTONIO BRAVO PLACA, N. 350, Apto 01, BL E TR 03 ;132.970,97;220.000,00;39.56;Não;Apartamento, 47.23 de área total, 41.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714984128
8,78772E+12;SP ;SOROCABA ;IPATINGA ;RUA ANTONIO BRAVO PLACA, N. 350, Apto 03, BL E  TR 03 ;117.860,63;195.000,00;39.56;Não;Apartamento, 47.23 de área total, 41.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716878910
8,78772E+12;SP ;SOROCABA ;IPATINGA ;RUA ANTONIO BRAVO PLACA, N. 350, Apto 02, TERREO BL C TORRE 02 ;132.970,97;220.000,00;39.56;Não;Apartamento, 50.34 de área total, 44.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718010250
8,78772E+12;SP ;SOROCABA ;IPORANGA ;ESTRADA LUIZ CARLOS GUERRA, N. 999, Apto 04, TR 12 PAV TER ;122.091,53;202.000,00;39.56;Não;Apartamento, 66.22 de área total, 40.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716659534
8,78771E+12;SP ;SOROCABA ;CONJUNTO HABITACIONAL JULIO DE MESQUITA ;RUA NILVA ZILAH SILVATTI VIANA, N. 194, Apto 22, BL A VG 22 ;111.662,97;184.745,99;39.56;Não;Apartamento, 49.58 de área total, 43.38 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708046839
8,44443E+12;SP ;SOROCABA ;PARQUE SAO BENTO ;RUA LUIZA DE SERAFIM CAGALE, N. 148, Apto 03, TERREO ;111.816,50;185.000,00;39.56;Não;Apartamento, 0.00 de área total, 38.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427270619
8,55554E+12;SP ;SOROCABA ;JARDIM CELESTE ;RUA NICACIO PIRES DE MIRANDA, N. 325, Apto 01, BL 07 ;142.037,17;235.000,00;39.56;Não;Apartamento, 62.13 de área total, 53.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538609780
8,44443E+12;SP ;SOROCABA ;PARQUE DAS PAINEIRAS ;RUA TEREZINHA DE OLIVEIRA FRANCO (ANTIGA RUA 06), N. 35, LT 68 QD B7 ;128.740,08;213.000,00;39.56;Não;Casa, 106.92 de área total, 106.92 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428660160
8,55554E+12;SP ;SOROCABA ;CAGUASSU ;RUA SERAPHIM BANIETTI, N. 1080, Apto 202, BLOCO 32 ;126.926,84;210.000,00;39.56;Não;Apartamento, 106.81 de área total, 45.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537806086
8,78771E+12;SP ;SOROCABA ;CAGUASSU ;RUA ABRAHAO PINSKY, N. 194, Apto 104, BL 07 ;122.695,94;203.000,00;39.56;Não;Apartamento, 91.34 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714511211
8,78772E+12;SP ;SOROCABA ;CAGUASSU ;RUA SERAPHIM BANIETTI, N. 640, Apto 101,  VG 101 ;132.970,97;220.000,00;39.56;Não;Apartamento, 57.99 de área total, 46.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715221241
8,55552E+12;SP ;SOROCABA ;IPANEMA DAS PEDRAS ;RUA FREDERICO HARDER, N. 150, Apto 103, BL 02, VG 87 ;116.047,39;192.000,00;39.56;Não;Apartamento, 0.00 de área total, 55.09 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522795830
8,44442E+12;SP ;SOROCABA ;CAJURU DO SUL ;RUA ANDRE VARGAS RODRIGUES, N. 429, CS 02 ;115.051,28;190.351,94;39.56;Não;Casa, 46.03 de área total, 44.53 de área privativa, 85.78 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424427738
8,7877E+12;SP ;SOROCABA ;APARECIDINHA ;RUA JOAQUIM MACHADO, N. 816, Apto 22, BL 04 ;122.998,15;203.500,00;39.56;Não;Apartamento, 83.63 de área total, 46.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702787829
8,78772E+12;SP ;SOROCABA ;APARECIDINHA ;ESTRADA DO FIORAVANTE, N. 285, Apto 31, BL H ;115.689,58;191.408,00;39.56;Não;Apartamento, 96.19 de área total, 42.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717521684
8,44442E+12;SP ;SOROCABA ;JARDIM EUCALIPTOS ;RUA LAZARO DE BARROS, N. SN, LT 40, QD G ;114.596,80;189.600,00;39.56;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 155.93 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423947959
8,44442E+12;SP ;SOROCABA ;JARDIM EUCALIPTOS ;RUA PENHA DONOLLA DE BARROS, N. 120, CS 02 VG 02 ;123.904,77;205.000,00;39.56;Não;Casa, 52.12 de área total, 50.50 de área privativa, 75.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424471567
8,55554E+12;SP ;SOROCABA ;JARDIM AMERICA ;RUA JOAO WAGNER WEY, N. 1710, Apto 501, TORRE 22 ;175.119,09;286.000,00;38.77;Não;Apartamento, 113.67 de área total, 47.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539843531
8,55552E+12;SP ;SOROCABA ;PARQUE CAMPOLIM ;RUA AUGUSTO LIPPEL, N. 1812, Apto 43, ;223.491,14;365.000,00;38.77;Não;Apartamento, 99.26 de área total, 57.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522506391
8,78772E+12;SP ;SOROCABA ;CAGUASSU ;RUA SERAPHIM BANIETTI, N. 1170, Apto 61, TR A ;158.948,58;259.590,74;38.77;Não;Apartamento, 56.64 de área total, 46.29 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716453626
10281401;SP ;SOROCABA ;VILA BARAO ;AVENIDA NOVE DE JULHO, N. SN, QD 33, LT A10 ;309.097,44;485.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 402.32 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10281401
1,44442E+12;SP ;SOROCABA ;VILA BARAO ;AVENIDA NOVE DE JULHO, N. SN, QD 33 - LT A2 ;296.351,15;465.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 522.81 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423449888
1,44441E+12;SP ;SOROCABA ;TERRA VERMELHA ;RUA EUGENIA DE OLIVEIRA CIRNE, N. SN, ;537.158,39;842.846,92;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 2068.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413737600
1,6E+12;SP ;SOROCABA ;ITAVUVU ;AVENIDA ITAVUVU, N. 3792, ;583.142,58;915.000,00;36.27;Sim;Casa, 227.25 de área total, 227.25 de área privativa, 155.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000102796
10299188;SP ;SOROCABA ;JARDIM VILA INGLESA ;RUA ROQUE DE ABREU BOLINA, N. 125, QD G, LT 11 ;925.142,75;1.451.627,16;36.27;Sim;Casa, 0.00 de área total, 306.12 de área privativa, 303.79 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10299188
8,78771E+12;SP ;SOROCABA ;JARDIM EUROPA ;RUA FINLANDIA, N. 398, Apto 904, TORRE 2 9º PAVIMENTO ;212.635,35;320.000,00;33.56;Não;Apartamento, 0.00 de área total, 52.75 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712608471
8,55554E+12;SP ;SOROCABA ;CAGUASSU ;RUA SERAPHIM BANIETTI, N. 1080, Apto 301, BL 18 ;115.617,27;173.961,10;33.54;Não;Apartamento, 106.81 de área total, 45.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539289801
8,78772E+12;SP ;SOROCABA ;RONDA ;RUA MAURILIO MARCELO, N. 101, Apto 74,  TORRE B - TORRE MANTIGUEIRA ;204.472,41;295.000,00;30.69;Não;Apartamento, 89.79 de área total, 46.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718013100
8,78771E+12;SP ;SOROCABA ;ITAVUVU ;RUA BONIFACIO PERES RODOLFO, N. 261, Apto 11, BL 05 BOX 03 ;130.099,26;167.135,44;22.16;Não;Apartamento, 44.34 de área total, 40.24 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706096944
8,55552E+12;SP ;SOROCABA ;CERRADO ;AVENIDA LONDRES, N. 460, Apto 103, TERREO BL 10 ;210.000,00;210.000,00;0.00;Não;Apartamento, 79.42 de área total, 47.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520975211
8,55553E+12;SP ;SOROCABA ;JARDIM LEOCADIA ;RUA CANANEIA, N. 20, Apto 24,  BL 03 ;220.000,00;220.000,00;0.00;Não;Apartamento, 52.48 de área total, 47.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526706484
8,78771E+12;SP ;SOROCABA ;TERRA VERMELHA ;AVENIDA CLEISE TEREZINHA ROSA SILVA, N. 291, Apto 23, TORRE 2 BL C 2 ANDAR ;170.000,00;170.000,00;0.00;Não;Apartamento, 47.52 de área total, 40.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709303975
8,78771E+12;SP ;SOROCABA ;IPORANGA ;ESTRADA LUIZ CARLOS GUERRA, N. 999, Apto 04, TR 09 ;200.000,00;200.000,00;0.00;Não;Apartamento, 69.71 de área total, 40.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714958003
1,55551E+12;SP ;SOROCABA ;PARQUE CAMPOLIM ;RUA PROFESSOR HORACIO MESQUITA DE CAMARGO, N. 230, Apto 33, PAV 04 ;930.000,00;930.000,00;0.00;Não;Apartamento, 185.69 de área total, 135.57 de área privativa, 0.00 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha, 3 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555512578723
8,55553E+12;SP ;SOROCABA ;JARDIM JOSANE ;ESTRADA DOM JOSE MELHADO CAMPOS, N. 200, Apto 21, PAV 03 BL 16 ;167.299,18;167.299,18;0.00;Não;Apartamento, 51.29 de área total, 44.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532101246
8,78772E+12;SP ;SOROCABA ;CONJUNTO HABITACIONAL JULIO DE MESQUITA ;RUA NILVA ZILAH SILVATTI VIANA, N. 360, Apto 86, TORRE 1 ;287.000,00;287.000,00;0.00;Não;Apartamento, 50.96 de área total, 40.49 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720796478
8,409E+12;SP ;SOROCABA ;IPANEMA VILLE ;RUA CONSTANTINO VERRONE, N. 192, Apto 101, BL 03 PV TERREO ;168.000,00;168.000,00;0.00;Não;Apartamento, 0.00 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8409000015752
8,7877E+12;SP ;SOROCABA ;CHACARAS REUNIDAS SAO JORGE ;RUA JOAO MARIA DE CAMARGO, N. 143, Apto 36, 2º PAV BL B VG 28 ;285.000,00;285.000,00;0.00;Não;Apartamento, 75.60 de área total, 53.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704867927
8,44442E+12;SP ;SOROCABA ;PARQUE VITORIA REGIA ;AVENIDA SANDRO ANTONIO MENDES, N. 1433, CASA 33 ;278.000,00;278.000,00;0.00;Não;Casa, 51.09 de área total, 49.80 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417335483
8,78771E+12;SP ;SOROCABA ;PARQUE SAO BENTO ;RUA AVELINO DOS SANTOS, N. 431, Apto 37, BLOCO 12,  3º PAVIMENTO ;190.000,00;190.000,00;0.00;Não;Apartamento, 47.77 de área total, 40.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714077503
8,55554E+12;SP ;SOROCABA ;JARDIM CELESTE ;RUA NICACIO PIRES DE MIRANDA, N. 325, Apto 31, BL 13 ;270.000,00;270.000,00;0.00;Não;Apartamento, 62.78 de área total, 53.61 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538667179
8,7877E+12;SP ;SOROCABA ;JARDIM SANTA CECILIA ;AVENIDA ITAVUVU, N. 8300, Apto 34, 3 ANDAR  2 PAV  BL 10 VG 208 ;170.000,00;170.000,00;0.00;Não;Apartamento, 48.47 de área total, 44.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701397695
8,55551E+12;SP ;SOROCABA ;EDEN ;RUA SALVADOR LEITE MARQUES, N. 121, Apto 03, BL 12 ;192.000,00;192.000,00;0.00;Não;Apartamento, 62.46 de área total, 47.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510625552
8,78771E+12;SP ;SOROCABA ;EDEN ;RUA BONIFACIO DE OLIVEIRA CASSU, N. 523, Apto 13, ;190.000,00;190.000,00;0.00;Não;Apartamento, 65.79 de área total, 50.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706715474
8,78772E+12;SP ;SOROCABA ;JARDIM PIAZZA DI ROMA ;RUA CAROLINA ASSIARI CAPITANI, N. 20, Apto 33, BL B TR 6 3 ANDAR ;207.000,00;207.000,00;0.00;Não;Apartamento, 46.70 de área total, 41.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719175511
8,44442E+12;SP ;SOROCABA ;JARDIM SANTA ESMERALDA ;RUA VITOR CIOFFI DE LUCA, N. 269, CASA Nº 03 - HIS ;215.000,00;215.000,00;0.00;Não;Casa, 66.70 de área total, 66.20 de área privativa, 69.46 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423297768
8,55552E+12;SP ;SOROCABA ;VILA ODIM ANTAO ;RUA LUZERNE PROENCA ARRUDA, N. 486, Apto 41, BL U 3 ANDAR ;193.000,00;193.000,00;0.00;Não;Apartamento, 56.35 de área total, 50.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522525507
8,44444E+12;SP ;SOROCABA ;ALTOS DE IPANEMA ;RUA HELENA ANGELINA DACOL MANASSES, N. 260, Apto 11, BL 03 ;132.000,00;132.000,00;0.00;Não;Apartamento, 57.09 de área total, 49.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444438390220
10302315;SP ;SOROCABA ;CAJURU DO SUL ;ALAMEDA JOCKEY CLUB DE SOROCABA, N. 700 ;1.950.000,00;1.925.000,00;0.00;Sim;Galpão, 0.00 de área total, 816.61 de área privativa, 2000.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10302315
8,44442E+12;SP ;SOROCABA ;CERRADO ;ALAMEDA DOS GLADIOLOS, N. 506, LT S-2, QD 93 ;310.672,34;305.013,43;0.00;Não;Casa, 111.66 de área total, 111.66 de área privativa, 150.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415252378
8,44442E+12;SP ;SOROCABA ;TERRA VERMELHA ;RUA VICTOR ALFARANO, N. 566, QD E LT 10A ;209.552,45;204.000,00;0.00;Não;Casa, 50.00 de área total, 50.00 de área privativa, 160.35 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424886791
8,78772E+12;SP ;SOROCABA ;CRUZ DE FERRO ;RUA AVELINO DOS SANTOS, N. 261, Apto 206, 2º PAV BL 08 ;227.948,50;220.000,00;0.00;Não;Apartamento, 96.44 de área total, 40.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720020356
8,44444E+12;SP ;SOROCABA ;JARDIM CARANDA ;RUA JOSE LIMA DUARTE (ANTIGA RUA 8), N. 43, Apto 401, BL 6B ;123.897,11;116.000,00;0.00;Não;Apartamento, 52.79 de área total, 47.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437141374
8,44444E+12;SP ;SOROCABA ;PARQUE SAO BENTO ;RUA THEREZINHA DE JESUS ROSA RAPHANELLI, N. 467, KIT 10 PAV SUPERIOR VG 10 ;146.414,92;135.000,00;0.00;Não;Casa, 27.18 de área total, 22.40 de área privativa, 27.18 de área do terreno,  1 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444439767661
8,78771E+12;SP ;SOROCABA ;IPATINGA ;RUA ANTONIO BRAVO PLACA, N. 350, Apto 02, TERREO BL C TORRE 8 ;218.315,25;196.000,00;0.00;Não;Apartamento, 56.41 de área total, 41.43 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714729292
